Municipality,County,Year,Electric Utility,Residential Electricity,Commercial Electricity,Industrial Electricity,Street Lighting Electricity,Total Electricity (kWh),Natural Gas Utility,Residential Natural Gas,Commercial Natural Gas,Industrial Natural Gas,Street Lighting Natural Gas,Total Natural Gas (Therms)
Asbury Park City,Monmouth,2022,JCPL,"39,277,392","58,214,054","2,205,040",NDA,"99,696,486",NJNG,"3,040,916","4,031,523",CWC,NDA,"7,072,439"
Atlantic Highlands Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,515,498","567,880",CWC,NDA,"2,083,378"
Atlantic Highlands Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,629,901","620,465",CWC,NDA,"2,250,366"
Atlantic Highlands Borough,Monmouth,2018,JCPL,"18,846,135","11,190,466","160,539","310,368","30,507,508",NJNG,"1,834,913","678,197",CWC,NDA,"2,513,110"
Atlantic Highlands Borough,Monmouth,2019,JCPL,"18,340,452","10,858,523","151,199","310,368","29,660,542",NJNG,"1,747,913","638,240",CWC,NDA,"2,386,153"
Atlantic Highlands Borough,Monmouth,2020,JCPL,"18,621,512","10,125,822","177,366","310,368","29,235,068",NJNG,"1,872,547","620,960",CWC,NDA,"2,493,507"
Atlantic Highlands Borough,Monmouth,2021,JCPL,"19,515,498","10,246,148","145,698","310,368","30,217,712",NJNG,"1,470,285","531,660",CWC,NDA,"2,001,945"
Atlantic Highlands Borough,Monmouth,2022,JCPL,"19,182,769","10,520,378","147,364",NDA,"29,850,511",NJNG,"1,649,865","567,979",CWC,NDA,"2,217,844"
Avon-by-the-sea Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"854,079","185,660",CWC,NDA,"1,039,739"
Avon-by-the-sea Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"889,911","190,398",CWC,NDA,"1,080,309"
Avon-by-the-sea Borough,Monmouth,2018,JCPL,"9,651,609","3,111,934","126,919","82,049","12,972,511",NJNG,"1,033,385","206,599",CWC,NDA,"1,239,984"
Avon-by-the-sea Borough,Monmouth,2019,JCPL,"9,365,969","3,032,924","145,984","89,508","12,634,385",NJNG,"963,005","197,180",CWC,NDA,"1,160,185"
Avon-by-the-sea Borough,Monmouth,2020,JCPL,"9,745,025","2,673,960","144,702","89,508","12,653,195",NJNG,"886,760","164,546",CWC,NDA,"1,051,306"
Avon-by-the-sea Borough,Monmouth,2021,JCPL,"9,862,470","2,652,017","160,454","89,508","12,764,449",NJNG,"949,529","181,650",CWC,NDA,"1,131,179"
Avon-by-the-sea Borough,Monmouth,2022,JCPL,"9,587,172","2,577,494","144,602",NDA,"12,309,268",NJNG,"938,551","182,240",CWC,NDA,"1,120,791"
Belmar Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,939,650","876,580",CWC,NDA,"2,816,230"
Belmar Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,040,026","922,681",CWC,NDA,"2,962,707"
Belmar Borough,Monmouth,2018,JCPL,"25,940,314","18,342,223","543,988","209,326","45,035,851",NJNG,"2,360,308","1,017,672",CWC,NDA,"3,377,980"
Belmar Borough,Monmouth,2019,JCPL,"25,275,979","17,767,183","503,846","209,906","43,756,914",NJNG,"2,210,594","1,009,149",CWC,NDA,"3,219,743"
Belmar Borough,Monmouth,2020,JCPL,"26,116,057","16,119,530","474,369","210,051","42,920,007",NJNG,"2,060,301","857,897",CWC,NDA,"2,918,198"
Belmar Borough,Monmouth,2021,JCPL,"27,012,138","16,863,714","554,254","209,939","44,640,045",NJNG,"2,143,132","937,157",CWC,NDA,"3,080,289"
Belmar Borough,Monmouth,2022,JCPL,"26,478,167","16,951,894","527,894",NDA,"43,957,955",NJNG,"2,094,984","929,232",CWC,NDA,"3,024,216"
Bradley Beach Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,415,602","473,216",CWC,NDA,"1,888,818"
Bradley Beach Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,472,927","479,903",CWC,NDA,"1,952,830"
Bradley Beach Borough,Monmouth,2018,JCPL,"16,521,427","7,483,028","106,957","260,442","24,371,854",NJNG,"1,702,339","522,939",CWC,NDA,"2,225,278"
Bradley Beach Borough,Monmouth,2019,JCPL,"16,061,520","7,791,520","98,449","65,058","24,016,547",NJNG,"1,577,333","487,151",CWC,NDA,"2,064,484"
Bradley Beach Borough,Monmouth,2020,JCPL,"16,889,442","7,398,599","123,882",NDA,"24,411,923",NJNG,"1,455,566","450,377",CWC,NDA,"1,905,943"
Bradley Beach Borough,Monmouth,2021,JCPL,"17,284,653","7,539,339","105,848",NDA,"24,929,840",NJNG,"1,551,611","494,217",CWC,NDA,"2,045,828"
Bradley Beach Borough,Monmouth,2022,JCPL,"17,155,706","7,714,821","97,395",NDA,"24,967,922",NJNG,"1,503,049","511,609",CWC,NDA,"2,014,658"
Brielle Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,894,088","372,620",CWC,NDA,"2,266,708"
Brielle Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,029,990","406,603",CWC,NDA,"2,436,593"
Brielle Borough,Monmouth,2018,JCPL,"26,433,811","8,708,666",NDA,"181,326","35,323,803",NJNG,"2,287,017","428,997",CWC,NDA,"2,716,014"
Brielle Borough,Monmouth,2019,JCPL,"25,844,802","8,048,557",NDA,"180,318","34,073,677",NJNG,"2,207,201","408,772",CWC,NDA,"2,615,973"
Brielle Borough,Monmouth,2020,JCPL,"26,558,818","6,791,371",NDA,"179,898","33,530,087",NJNG,"2,086,597","333,010",CWC,NDA,"2,419,607"
Brielle Borough,Monmouth,2021,JCPL,"27,143,308","7,089,223",NDA,"179,856","34,412,387",NJNG,"2,184,635","388,613",CWC,NDA,"2,573,248"
Brielle Borough,Monmouth,2022,JCPL,"26,323,062","7,752,717",NDA,NDA,"34,075,779",NJNG,"2,140,017","401,365",CWC,NDA,"2,541,382"
Colts Neck Township,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"4,891,380","1,130,130",CWC,NDA,"6,021,510"
Colts Neck Township,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"5,049,046","1,172,406",CWC,NDA,"6,221,452"
Colts Neck Township,Monmouth,2018,JCPL,"67,342,405","23,294,797","9,016,397","17,592","99,671,191",NJNG,"5,624,437","1,281,134",CWC,NDA,"6,905,571"
Colts Neck Township,Monmouth,2019,JCPL,"64,986,413","22,431,765","8,886,590","17,592","96,322,360",NJNG,"5,453,856","1,209,053",CWC,NDA,"6,662,909"
Colts Neck Township,Monmouth,2020,JCPL,"66,470,045","20,442,436","8,976,821","17,592","95,906,894",NJNG,"5,228,256","1,023,718",CWC,NDA,"6,251,974"
Colts Neck Township,Monmouth,2021,JCPL,"68,332,343","22,075,770","7,569,843","16,920","97,994,876",NJNG,"5,380,644","1,096,836",CWC,NDA,"6,477,480"
Colts Neck Township,Monmouth,2022,JCPL,"67,925,401","22,515,849","10,355,438",NDA,"100,796,688",NJNG,"5,579,816","1,169,213",CWC,NDA,"6,749,029"
Deal Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,168,397","183,385",CWC,NDA,"1,351,782"
Deal Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,329,443","208,676",CWC,NDA,"1,538,119"
Deal Borough,Monmouth,2018,JCPL,"17,757,461","4,718,474",NDA,"216,639","22,692,574",NJNG,"1,496,739","241,491",CWC,NDA,"1,738,230"
Deal Borough,Monmouth,2019,JCPL,"17,563,380","4,560,182",NDA,"236,268","22,359,830",NJNG,"1,436,690","237,723",CWC,NDA,"1,674,413"
Deal Borough,Monmouth,2020,JCPL,"21,013,293","4,343,843",NDA,"236,268","25,593,404",NJNG,"1,621,044","210,467",CWC,NDA,"1,831,511"
Deal Borough,Monmouth,2021,JCPL,"20,700,543","4,692,558",NDA,"236,268","25,629,369",NJNG,"1,661,393","234,799",CWC,NDA,"1,896,192"
Deal Borough,Monmouth,2022,JCPL,"19,568,123","4,691,306",NDA,NDA,"24,259,429",NJNG,"1,488,733","252,763",CWC,NDA,"1,741,496"
Eatontown Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,413,346","3,155,739",CWC,NDA,"5,569,085"
Eatontown Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,502,577","3,165,079",CWC,NDA,"5,667,656"
Eatontown Borough,Monmouth,2018,JCPL,"48,751,263","137,254,529","3,296,934","385,356","189,688,082",NJNG,"2,796,876","3,518,982",CWC,NDA,"6,315,858"
Eatontown Borough,Monmouth,2019,JCPL,"47,840,742","125,081,472","3,262,988","385,716","176,570,918",NJNG,"2,679,977","3,258,574",CWC,NDA,"5,938,551"
Eatontown Borough,Monmouth,2020,JCPL,"47,039,450","108,678,394","2,939,611","384,684","159,042,139",NJNG,"2,500,735","2,796,355",CWC,NDA,"5,297,090"
Eatontown Borough,Monmouth,2021,JCPL,"48,748,751","113,467,747","2,634,805","385,356","165,236,659",NJNG,"2,640,599","2,970,599",CWC,NDA,"5,611,198"
Eatontown Borough,Monmouth,2022,JCPL,"47,797,701","117,538,971","2,727,792",NDA,"168,064,464",NJNG,"2,638,236","3,009,468",CWC,NDA,"5,647,704"
Englishtown Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"596,718","394,646",CWC,NDA,"991,364"
Englishtown Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"631,935","436,845",CWC,NDA,"1,068,780"
Englishtown Borough,Monmouth,2018,JCPL,"9,193,554","9,924,329","25,720","151,250","19,294,853",NJNG,"714,850","493,042",CWC,NDA,"1,207,892"
Englishtown Borough,Monmouth,2019,JCPL,"8,676,061","10,144,793","24,560","155,292","19,000,706",NJNG,"687,987","473,314",CWC,NDA,"1,161,301"
Englishtown Borough,Monmouth,2020,JCPL,"9,013,515","9,720,592","22,200","155,292","18,911,599",NJNG,"670,241","435,711",CWC,NDA,"1,105,952"
Englishtown Borough,Monmouth,2021,JCPL,"9,322,980","9,681,182","24,760","155,292","19,184,214",NJNG,"673,213","436,133",CWC,NDA,"1,109,346"
Englishtown Borough,Monmouth,2022,JCPL,"9,172,046","10,060,774","27,880",NDA,"19,260,700",NJNG,"639,297","425,068",CWC,NDA,"1,064,365"
Fair Haven Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,228,599","257,939",CWC,NDA,"2,486,538"
Fair Haven Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,260,823","270,858",CWC,NDA,"2,531,681"
Fair Haven Borough,Monmouth,2018,JCPL,"26,899,452","7,316,993",NDA,"186,710","34,403,155",NJNG,"2,557,392","308,592",CWC,NDA,"2,865,984"
Fair Haven Borough,Monmouth,2019,JCPL,"25,990,280","6,813,792",NDA,"186,576","32,990,648",NJNG,"2,467,951","277,300",CWC,NDA,"2,745,251"
Fair Haven Borough,Monmouth,2020,JCPL,"26,695,625","5,905,808",NDA,"186,573","32,788,006",NJNG,"2,353,221","224,325",CWC,NDA,"2,577,546"
Fair Haven Borough,Monmouth,2021,JCPL,"27,800,891","6,247,631",NDA,"184,699","34,233,221",NJNG,"2,399,378","234,137",CWC,NDA,"2,633,515"
Fair Haven Borough,Monmouth,2022,JCPL,"27,121,625","6,413,891",NDA,NDA,"33,535,516",NJNG,"2,457,283","274,771",CWC,NDA,"2,732,054"
Farmingdale Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"368,884","208,376",CWC,NDA,"577,260"
Farmingdale Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"399,839","243,078",CWC,NDA,"642,917"
Farmingdale Borough,Monmouth,2018,JCPL,"5,631,628","6,176,791","80,806","63,144","11,952,369",NJNG,"451,940","253,982",CWC,NDA,"705,922"
Farmingdale Borough,Monmouth,2019,JCPL,"5,443,355","5,973,060","75,681","66,336","11,558,432",NJNG,"439,038","237,691",CWC,NDA,"676,729"
Farmingdale Borough,Monmouth,2020,JCPL,"5,562,784","5,900,381","80,075","66,336","11,609,576",NJNG,"402,120","210,194",CWC,NDA,"612,314"
Farmingdale Borough,Monmouth,2021,JCPL,"5,776,145","6,518,153","79,223","66,336","12,439,857",NJNG,"419,500","224,321",CWC,NDA,"643,821"
Farmingdale Borough,Monmouth,2022,JCPL,"5,699,255","7,162,088","76,129",NDA,"12,937,472",NJNG,"414,695","232,778",CWC,NDA,"647,473"
Freehold Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,217,790","10,951,100",CWC,NDA,"13,168,890"
Freehold Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,292,731","10,526,819",CWC,NDA,"12,819,550"
Freehold Borough,Monmouth,2018,JCPL,"30,914,161","44,932,673","52,552,881","885,917","129,285,632",NJNG,"2,947,733","9,353,413",CWC,NDA,"12,301,146"
Freehold Borough,Monmouth,2019,JCPL,"28,878,447","44,455,932","52,090,479","905,502","126,330,360",NJNG,"2,654,494","8,772,113",CWC,NDA,"11,426,607"
Freehold Borough,Monmouth,2020,JCPL,"28,428,008","39,591,423","54,731,812","905,964","123,657,207",NJNG,"2,688,144","9,070,223",CWC,NDA,"11,758,367"
Freehold Borough,Monmouth,2021,JCPL,"29,974,432","40,942,514","57,623,252","905,964","129,446,162",NJNG,"2,454,557","8,944,963",CWC,NDA,"11,399,520"
Freehold Borough,Monmouth,2022,JCPL,"28,964,028","41,370,549","55,261,844",NDA,"125,596,421",NJNG,"2,601,595","8,801,383",CWC,NDA,"11,402,978"
Freehold Township,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"9,858,987","6,687,809",CWC,NDA,"16,546,796"
Freehold Township,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"10,031,841","5,824,036",CWC,NDA,"15,855,877"
Freehold Township,Monmouth,2018,JCPL,"139,193,742","202,599,247","32,510,939","1,188,697","375,492,625",NJNG,"11,879,251","6,560,143",CWC,NDA,"18,439,394"
Freehold Township,Monmouth,2019,JCPL,"133,476,530","192,907,808","28,486,978","1,221,360","356,092,676",NJNG,"11,187,226","6,144,958",CWC,NDA,"17,332,184"
Freehold Township,Monmouth,2020,JCPL,"136,650,955","165,342,768","24,097,990","1,234,911","327,326,624",NJNG,"10,893,370","5,486,694",CWC,NDA,"16,380,064"
Freehold Township,Monmouth,2021,JCPL,"140,546,700","169,541,793","22,698,864","1,235,670","334,023,027",NJNG,"10,893,050","5,727,078",CWC,NDA,"16,620,128"
Freehold Township,Monmouth,2022,JCPL,"137,510,378","173,071,706","22,211,292",NDA,"332,793,376",NJNG,"11,224,014","5,948,594",CWC,NDA,"17,172,608"
Hazlet Township,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"5,145,542","2,123,441",CWC,NDA,"7,268,983"
Hazlet Township,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"5,174,879","2,057,494",CWC,NDA,"7,232,373"
Hazlet Township,Monmouth,2018,JCPL,"62,055,239","47,804,534","6,349,035","671,264","116,880,072",NJNG,"5,967,501","2,246,511",CWC,NDA,"8,214,012"
Hazlet Township,Monmouth,2019,JCPL,"58,969,265","47,080,364","6,184,580","672,852","112,907,061",NJNG,"5,680,785","2,042,252",CWC,NDA,"7,723,037"
Hazlet Township,Monmouth,2020,JCPL,"59,736,470","43,355,194","5,781,898","672,768","109,546,330",NJNG,"5,156,719","1,804,177",CWC,NDA,"6,960,896"
Hazlet Township,Monmouth,2021,JCPL,"61,420,101","43,404,326","5,736,232","672,432","111,233,091",NJNG,"5,399,448","1,955,095",CWC,NDA,"7,354,543"
Hazlet Township,Monmouth,2022,JCPL,"61,048,873","44,264,045","5,291,788",NDA,"110,604,706",NJNG,"5,529,966","2,018,443",CWC,NDA,"7,548,409"
Highlands Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"915,079","322,302",CWC,NDA,"1,237,381"
Highlands Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,123,469","382,826",CWC,NDA,"1,506,295"
Highlands Borough,Monmouth,2018,JCPL,"19,574,736","13,687,433","24,004","220,428","33,506,601",NJNG,"1,308,013","413,312",CWC,NDA,"1,721,325"
Highlands Borough,Monmouth,2019,JCPL,"18,878,429","13,715,726","27,804","220,428","32,842,387",NJNG,"1,252,818","395,068",CWC,NDA,"1,647,886"
Highlands Borough,Monmouth,2020,JCPL,"19,221,447","12,147,537","35,015","220,428","31,624,427",NJNG,"1,330,958","357,944",CWC,NDA,"1,688,902"
Highlands Borough,Monmouth,2021,JCPL,"19,984,685","12,710,586","24,814","220,428","32,940,513",NJNG,"1,175,853","384,317",CWC,NDA,"1,560,170"
Highlands Borough,Monmouth,2022,JCPL,"19,471,968","12,712,783","14,090",NDA,"32,198,841",NJNG,"1,010,303","337,149",CWC,NDA,"1,347,452"
Holmdel Township,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"6,754,219","1,877,784",CWC,NDA,"8,632,003"
Holmdel Township,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"6,945,948","1,839,766",CWC,NDA,"8,785,714"
Holmdel Township,Monmouth,2018,JCPL,"80,412,327","87,930,492","22,051,463","736,596","191,130,878",NJNG,"7,956,405","2,249,719",CWC,NDA,"10,206,124"
Holmdel Township,Monmouth,2019,JCPL,"78,529,296","87,652,692","22,704,886","737,520","189,624,394",NJNG,"7,630,245","2,266,383",CWC,NDA,"9,896,628"
Holmdel Township,Monmouth,2020,JCPL,"80,733,005","78,340,471","20,410,724","736,882","180,221,082",NJNG,"7,239,315","1,831,599",CWC,NDA,"9,070,914"
Holmdel Township,Monmouth,2021,JCPL,"82,446,908","82,621,471","15,455,635","746,040","181,270,054",NJNG,"7,475,624","2,488,607",CWC,NDA,"9,964,231"
Holmdel Township,Monmouth,2022,JCPL,"81,553,956","85,095,612","14,211,720",NDA,"180,861,288",NJNG,"7,502,107","2,577,587",CWC,NDA,"10,079,694"
Howell Township,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"12,665,354","5,724,884",CWC,NDA,"18,390,238"
Howell Township,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"13,084,383","5,979,711",CWC,NDA,"19,064,094"
Howell Township,Monmouth,2018,JCPL,"192,792,236","122,258,147","12,136,624","1,655,496","328,842,503",NJNG,"14,686,784","6,500,249",CWC,NDA,"21,187,033"
Howell Township,Monmouth,2019,JCPL,"184,361,097","114,480,660","14,759,825","1,637,576","315,239,158",NJNG,"14,251,799","6,438,155",CWC,NDA,"20,689,954"
Howell Township,Monmouth,2020,JCPL,"188,558,323","110,001,373","4,995,952","1,631,267","305,186,915",NJNG,"13,708,113","5,998,954",CWC,NDA,"19,707,067"
Howell Township,Monmouth,2021,JCPL,"193,887,002","117,297,160","5,130,087","1,633,930","317,948,179",NJNG,"13,739,940","6,313,284",CWC,NDA,"20,053,224"
Howell Township,Monmouth,2022,JCPL,"191,240,013","116,057,823","5,067,589",NDA,"312,365,425",NJNG,"14,306,615","6,756,170",CWC,NDA,"21,062,785"
Interlaken Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"485,144","3,135",CWC,NDA,"488,279"
Interlaken Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"518,929","3,155",CWC,NDA,"522,084"
Interlaken Borough,Monmouth,2018,JCPL,"4,761,706","32,385","172,480","41,634","5,008,205",NJNG,"596,118","3,897",CWC,NDA,"600,015"
Interlaken Borough,Monmouth,2019,JCPL,"4,501,099","32,585","133,440","48,048","4,715,172",NJNG,"567,858","3,623",CWC,NDA,"571,481"
Interlaken Borough,Monmouth,2020,JCPL,"4,657,451","35,792","82,240","47,846","4,823,329",NJNG,"520,919","3,306",CWC,NDA,"524,225"
Interlaken Borough,Monmouth,2021,JCPL,"4,791,583","193,678",NDA,"47,808","5,033,069",NJNG,"551,286","3,676",CWC,NDA,"554,962"
Interlaken Borough,Monmouth,2022,JCPL,"4,748,666","191,441",NDA,NDA,"4,940,107",NJNG,"540,310","3,691",CWC,NDA,"544,001"
Keansburg Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,114,302","630,821",CWC,NDA,"2,745,123"
Keansburg Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,132,577","629,980",CWC,NDA,"2,762,557"
Keansburg Borough,Monmouth,2018,JCPL,"28,257,673","16,458,064","1,315,338","430,152","46,461,227",NJNG,"2,509,145","698,511",CWC,NDA,"3,207,656"
Keansburg Borough,Monmouth,2019,JCPL,"26,176,374","15,093,571","1,327,012","430,152","43,027,109",NJNG,"2,522,196","689,742",CWC,NDA,"3,211,938"
Keansburg Borough,Monmouth,2020,JCPL,"26,822,731","13,770,297","1,367,281","429,963","42,390,272",NJNG,"2,223,638","603,035",CWC,NDA,"2,826,673"
Keansburg Borough,Monmouth,2021,JCPL,"29,016,455","14,518,413","1,350,148","429,900","45,314,916",NJNG,"2,385,016","634,769",CWC,NDA,"3,019,785"
Keansburg Borough,Monmouth,2022,JCPL,"28,158,616","14,424,220","1,211,258",NDA,"43,794,094",NJNG,"2,437,144","658,455",CWC,NDA,"3,095,599"
Keyport Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,627,745","888,162",CWC,NDA,"2,515,907"
Keyport Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"1,676,654","924,960",CWC,NDA,"2,601,614"
Keyport Borough,Monmouth,2018,JCPL,"22,345,019","22,005,983","273,177","494,892","45,119,071",NJNG,"1,959,463","1,073,275",CWC,NDA,"3,032,738"
Keyport Borough,Monmouth,2019,JCPL,"21,530,956","21,501,302","247,858","494,892","43,775,008",NJNG,"1,871,089","990,079",CWC,NDA,"2,861,168"
Keyport Borough,Monmouth,2020,JCPL,"21,977,658","20,137,391","257,181","494,892","42,867,122",NJNG,"1,705,627","836,738",CWC,NDA,"2,542,365"
Keyport Borough,Monmouth,2021,JCPL,"23,039,396","20,813,164","238,400","494,892","44,585,852",NJNG,"1,801,136","920,744",CWC,NDA,"2,721,880"
Keyport Borough,Monmouth,2022,JCPL,"22,321,008","20,800,669","242,338",NDA,"43,364,015",NJNG,"1,781,687","947,530",CWC,NDA,"2,729,217"
Lake Como Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"530,544","106,159",CWC,NDA,"636,703"
Lake Como Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"554,356","103,040",CWC,NDA,"657,396"
Lake Como Borough,Monmouth,2018,JCPL,"5,760,480","2,899,970",732,"91,236","8,752,418",NJNG,"642,505","121,466",CWC,NDA,"763,971"
Lake Como Borough,Monmouth,2019,JCPL,"5,531,479","2,881,071","9,044","91,236","8,512,830",NJNG,"602,125","119,700",CWC,NDA,"721,825"
Lake Como Borough,Monmouth,2020,JCPL,"5,788,788","2,498,819","7,026","91,866","8,386,499",NJNG,"555,386","103,871",CWC,NDA,"659,257"
Lake Como Borough,Monmouth,2021,JCPL,"5,833,781","2,660,951","8,795","98,796","8,602,323",NJNG,"577,754","103,331",CWC,NDA,"681,085"
Lake Como Borough,Monmouth,2022,JCPL,"5,744,539","2,684,862","8,704",NDA,"8,438,105",NJNG,"565,819","106,104",CWC,NDA,"671,923"
Little Silver Borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,499,291","501,386",CWC,NDA,"3,000,677"
Little Silver Borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"2,527,298","497,357",CWC,NDA,"3,024,655"
Little Silver Borough,Monmouth,2018,JCPL,"30,389,527","17,276,259","73,483","183,528","47,922,797",NJNG,"2,859,686","576,248",CWC,NDA,"3,435,934"
Little Silver Borough,Monmouth,2019,JCPL,"29,357,862","16,485,953","70,834","183,528","46,098,177",NJNG,"2,744,440","559,952",CWC,NDA,"3,304,392"
Little Silver Borough,Monmouth,2020,JCPL,"30,037,149","14,699,628","61,836","183,528","44,982,141",NJNG,"2,584,954","486,881",CWC,NDA,"3,071,835"
Little Silver Borough,Monmouth,2021,JCPL,"30,811,130","15,497,416","65,714","183,528","46,557,788",NJNG,"2,707,562","526,925",CWC,NDA,"3,234,487"
Little Silver Borough,Monmouth,2022,JCPL,"30,044,210","15,668,832","59,491",NDA,"45,772,533",NJNG,"2,749,802","559,142",CWC,NDA,"3,308,944"
Loch Arbour Village,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"157,859","20,323",CWC,NDA,"178,182"
